Year,Position,Name,Academy,Age,Sexo,Belt,Peso
2022,3,Arley Pacheco Damaceno Brandão,Gracie Barra,Adult,Male,Brown,Open Class
2022,3,Jose Jurema Nascimento de Carvalho,CheckMat,Adult,Male,Brown,Open Class
2022,1,Giulia Guimaraes Gregorut,Alliance,Adult,Female,Brown,Rooster (107.00lb)
2022,2,Margarita Prado Ochoa,Atos Jiu-Jitsu,Adult,Female,Brown,Rooster (107.00lb)
2022,3,Faye Cherrier,Atos Jiu-Jitsu,Adult,Female,Brown,Rooster (107.00lb)
2022,3,Mara Kelly,BJJ Revolution Team - International,Adult,Female,Brown,Rooster (107.00lb)
2022,1,Brenda Wunner,Form Jiu Jitsu Academy,Adult,Female,Brown,Light-Feather (118.00lb)
2022,2,Abbigayle Pontes,Cicero Costha Internacional,Adult,Female,Brown,Light-Feather (118.00lb)
2022,3,Fiona Middleton,Roger Gracie Academy,Adult,Female,Brown,Light-Feather (118.00lb)
2022,3,Melissa Britez Costa,GF Team,Adult,Female,Brown,Light-Feather (118.00lb)
2022,1,Maria Cláudia Almeida Silva,Infight JJ,Adult,Female,Brown,Feather (129.00lb)
2022,2,Alanis Coral Santiago Betancourt,Unity Jiu-jitsu,Adult,Female,Brown,Feather (129.00lb)
2022,3,Leticia Yuka Chubaci Murakami,Double Trouble,Adult,Female,Brown,Feather (129.00lb)
2022,3,Thamyres Tavares Santos,Alliance,Adult,Female,Brown,Feather (129.00lb)
2022,1,Júlia de Jesus Alves,GF Team,Adult,Female,Brown,Light (141.60lb)
2022,2,Emily Elizabeth Fernandez,LEAD BJJ,Adult,Female,Brown,Light (141.60lb)
2022,3,Larissa dos Santos Tedesco,Alliance,Adult,Female,Brown,Light (141.60lb)
2022,3,Sabrina Rogéria Ataide B. Gondim,CheckMat,Adult,Female,Brown,Light (141.60lb)
2022,1,Amanda Hening,Alliance,Adult,Female,Brown,Middle (152.60lb)
2022,2,Deise dos Santos Leonanjo,Cicero Costha Internacional,Adult,Female,Brown,Middle (152.60lb)
2022,3,Larissa Martins dos Santos,DreamArt,Adult,Female,Brown,Middle (152.60lb)
2022,3,Rebeca Ferreira de Lima,GF Team,Adult,Female,Brown,Middle (152.60lb)
2022,1,Aurélie LE Vern,Six Blades Jiu-Jitsu,Adult,Female,Brown,Medium-Heavy (163.60lb)
2022,2,Scarlett Anstiss-Liljefors,Dynamix Fighting Sports,Adult,Female,Brown,Medium-Heavy (163.60lb)
2022,3,Kauane Ramos da Silva,CheckMat,Adult,Female,Brown,Medium-Heavy (163.60lb)
2022,3,Raquel De Oliveira Santos,CheckMat,Adult,Female,Brown,Medium-Heavy (163.60lb)
2022,1,Tamiris Fernanda da Silva,DreamArt,Adult,Female,Brown,Heavy (175.00lb)
2022,2,Paige Ivette Borras,Legion American Jiu-Jitsu,Adult,Female,Brown,Heavy (175.00lb)
2022,3,Letícia Cardozo de Carvalho,Alliance,Adult,Female,Brown,Heavy (175.00lb)
2022,3,Maria Vitória Gonçalves Ruffatto,Brazilian Top Team,Adult,Female,Brown,Heavy (175.00lb)
2022,1,Mikaela Barros de Lima,GF Team,Adult,Female,Brown,Super-Heavy
2022,2,Danielle R Walker,GF Team,Adult,Female,Brown,Super-Heavy
2022,3,Heather Dunn,Team Jucão,Adult,Female,Brown,Super-Heavy
2022,3,Samantha Hall,TAC Team BJJ,Adult,Female,Brown,Super-Heavy
2022,1,Larissa Martins dos Santos,DreamArt,Adult,Female,Brown,Open Class
2022,2,Paige Ivette Borras,Legion American Jiu-Jitsu,Adult,Female,Brown,Open Class
2022,3,Aurélie LE Vern,Six Blades Jiu-Jitsu,Adult,Female,Brown,Open Class
2022,3,Júlia de Jesus Alves,GF Team,Adult,Female,Brown,Open Class
2022,1,Thalison Vitorino Soares,Art of Jiu Jitsu,Adult,Male,Black,Rooster (127.00lb)
2022,2,Carlos Alberto Oliveira da Silva,GF Team,Adult,Male,Black,Rooster (127.00lb)
2022,3,Cleber de Sousa Fernandes,Atos Jiu-Jitsu,Adult,Male,Black,Rooster (127.00lb)
2022,3,Rodnei Barbosa Gabriel Jr.,Qatar BJJ / Vision Brasil,Adult,Male,Black,Rooster (127.00lb)
2022,1,Meyram Maquiné Alves,DreamArt,Adult,Male,Black,Light-Feather (141.60lb)
2022,2,Diego Oliveira Batista,DreamArt,Adult,Male,Black,Light-Feather (141.60lb)
2022,3,Diogo Pinheiro dos Reis,Fight Sports,Adult,Male,Black,Light-Feather (141.60lb)
2022,3,Hiago George Santos Silva,Cicero Costha Internacional,Adult,Male,Black,Light-Feather (141.60lb)
2022,1,Isaac Doederlein,Alliance,Adult,Male,Black,Feather (154.60lb)
2022,2,Raimundo Diego Pinto Sodre,Nova União,Adult,Male,Black,Feather (154.60lb)
2022,3,Daniel Maira,Movement Art,Adult,Male,Black,Feather (154.60lb)
2022,3,Samuel Andrade Nagai Hatchwell,CheckMat,Adult,Male,Black,Feather (154.60lb)
2022,1,Tye Ruotolo,Atos Jiu-Jitsu,Adult,Male,Black,Light (168.00lb)
2022,2,Jonnatas Gracie Araujo da Silva,Atos Jiu-Jitsu,Adult,Male,Black,Light (168.00lb)
2022,3,Lucas Sette C. Valente Tobias,Gracie Barra,Adult,Male,Black,Light (168.00lb)
2022,3,Matheus Gabriel Pinheiro Barros,CheckMat,Adult,Male,Black,Light (168.00lb)
2022,1,Tainan Dalpra Costa,Art of Jiu Jitsu,Adult,Male,Black,Middle (181.60lb)
2022,2,Andy Tomas Murasaki Pereira,Atos Jiu-Jitsu,Adult,Male,Black,Middle (181.60lb)
2022,3,Ronaldo Pereira de Souza Júnior,Atos Jiu-Jitsu,Adult,Male,Black,Middle (181.60lb)
2022,3,Tommy Lilleskog Langaker,Nova União,Adult,Male,Black,Middle (181.60lb)
2022,1,Leandro Lo Pereira do Nascimento,Ns Brotherhood,Adult,Male,Black,Medium-Heavy (195.00lb)
2022,2,Isaque Bahiense Braz,DreamArt,Adult,Male,Black,Medium-Heavy (195.00lb)
2022,3,Bruno Filipe Santos Lima,Alexandre Machado Association - AMA Jiu-Jitsu Team,Adult,Male,Black,Medium-Heavy (195.00lb)
2022,3,Gustavo Espindola Batista,Atos Jiu-Jitsu,Adult,Male,Black,Medium-Heavy (195.00lb)
2022,1,Kaynan Casemiro Duarte,Atos Jiu-Jitsu,Adult,Male,Black,Heavy (208.00lb)
2022,2,Dimitrius Soares Souza,Alliance,Adult,Male,Black,Heavy (208.00lb)
2022,3,Pedro Henrique Pinheiro Machado de S,Atos Jiu-Jitsu,Adult,Male,Black,Heavy (208.00lb)
2022,3,Rider Zuchi Samelo do Amaral,Ns Brotherhood,Adult,Male,Black,Heavy (208.00lb)
2022,1,Erich Munis dos Santos,DreamArt,Adult,Male,Black,Super-Heavy (222.00lb)
2022,2,Nicholas de Barcellos Meregali,DreamArt,Adult,Male,Black,Super-Heavy (222.00lb)
2022,3,Fellipe Andrew Leandro Silva,Alliance,Adult,Male,Black,Super-Heavy (222.00lb)
2022,3,Marcus Vinicius Ribeiro de Siqueira,Alliance,Adult,Male,Black,Super-Heavy (222.00lb)
2022,1,Victor Hugo Costa Marques,Six Blades Jiu-Jitsu,Adult,Male,Black,Ultra-Heavy
2022,2,Gutemberg de Jesus Santos Pereira,GF Team,Adult,Male,Black,Ultra-Heavy
2022,3,Guilherme Augusto Soares Santos,Alliance,Adult,Male,Black,Ultra-Heavy
2022,3,Wallace Costa da Silveira,GF Team,Adult,Male,Black,Ultra-Heavy
2022,1,Nicholas de Barcellos Meregali,DreamArt,Adult,Male,Black,Open Class
2022,2,Erich Munis dos Santos,DreamArt,Adult,Male,Black,Open Class
2022,3,Fellipe Andrew Leandro Silva,Alliance,Adult,Male,Black,Open Class
2022,3,Gustavo Espindola Batista,Atos Jiu-Jitsu,Adult,Male,Black,Open Class
2022,1,Mayssa Caldas Pereira Bastos,Unity Jiu-jitsu,Adult,Female,Black,Rooster (107.00lb)
2022,2,Brenda Larissa Alves da Silva,Fight Sports,Adult,Female,Black,Rooster (107.00lb)
2022,3,Jhenifer Aquino Gonzaga,Atos Jiu-Jitsu,Adult,Female,Black,Rooster (107.00lb)
2022,3,Serena Gabrielli,Flow,Adult,Female,Black,Rooster (107.00lb)
2022,1,Ana Cristina Araujo Rodrigues,DreamArt,Adult,Female,Black,Light-Feather (118.00lb)
2022,2,Tammi Alana Musumeci,Pedigo Submission Fighting,Adult,Female,Black,Light-Feather (118.00lb)
2022,3,Rose-Marie el Sharouni,CheckMat,Adult,Female,Black,Light-Feather (118.00lb)
2022,3,Thamires Diógenes de Aquino,GF Team,Adult,Female,Black,Light-Feather (118.00lb)
2022,1,Bianca Barbosa Basilio,Atos Jiu-Jitsu,Adult,Female,Black,Feather (129.00lb)
2022,2,Amanda Monteiro Canuto,GF Team,Adult,Female,Black,Feather (129.00lb)
2022,3,Gabriela A. Pereira,Qatar BJJ / Vision Brasil,Adult,Female,Black,Feather (129.00lb)
2022,3,Gabriela Meireles Fechter,CheckMat,Adult,Female,Black,Feather (129.00lb)
2022,1,Ffion Eira Davies,Atos Jiu-Jitsu,Adult,Female,Black,Light (141.60lb)
2022,2,Janaina Maia de Menezes,Gracie Humaita,Adult,Female,Black,Light (141.60lb)
2022,3,Margot Ciccarelli,Unity Jiu-jitsu,Adult,Female,Black,Light (141.60lb)
2022,3,Nathalie Wan Soares Veras Ribeiro,CheckMat,Adult,Female,Black,Light (141.60lb)
2022,1,Andressa Mezari Cintra,Gracie Barra,Adult,Female,Black,Middle (152.60lb)
2022,2,Thalyta Stefhane Lima Silva,Qatar BJJ / Vision,Adult,Female,Black,Middle (152.60lb)
2022,3,Chloé  McNally,Unity Jiu-jitsu,Adult,Female,Black,Middle (152.60lb)
2022,3,Thamara Ferreira Silva,Guigo JJ,Adult,Female,Black,Middle (152.60lb)
2022,1,Ana Carolina Vieira Srour,Aviv Jiu-Jitsu,Adult,Female,Black,Medium-Heavy (163.60lb)
2022,2,Luciana Mota Castelo Branco,Alliance,Adult,Female,Black,Medium-Heavy (163.60lb)
2022,3,Fernanda Yukari Makiyama Cristo,Evox BJJ,Adult,Female,Black,Medium-Heavy (163.60lb)
2022,3,Ingridd Alves de Sousa,Guigo JJ,Adult,Female,Black,Medium-Heavy (163.60lb)
2022,1,Larissa Dias de Almeida,MJN Jiu-Jitsu,Adult,Female,Black,Heavy (175.00lb)
2022,2,Rafaela Ribeiro Guedes,Atos Jiu-Jitsu,Adult,Female,Black,Heavy (175.00lb)
2022,3,Fernanda Mazzelli Almeida Maio,Striker JJ,Adult,Female,Black,Heavy (175.00lb)
2022,3,Melissa Stricker Cueto,Alliance,Adult,Female,Black,Heavy (175.00lb)
2022,1,Gabrieli Pessanha de Souza Marinho,Infight JJ,Adult,Female,Black,Super-Heavy
2022,2,Yara Soares do Nascimento,DreamArt,Adult,Female,Black,Super-Heavy
2022,3,Claire-France Thevenon,Panda Supa Crew,Adult,Female,Black,Super-Heavy
2022,3,Mayara Monteiro Custódio,CheckMat,Adult,Female,Black,Super-Heavy
2022,1,Gabrieli Pessanha de Souza Marinho,Infight JJ,Adult,Female,Black,Open Class
2022,2,Amy Scot Campo,Zenith BJJ,Adult,Female,Black,Open Class
2022,3,Ana Carolina Vieira Srour,Aviv Jiu-Jitsu,Adult,Female,Black,Open Class
2022,3,Rafaela Ribeiro Guedes,Atos Jiu-Jitsu,Adult,Female,Black,Open Class
